freq,x,y,z
20.9350586,2.48E-11,2.48E-11,2.48E-11
20.9472656,9.13E-12,9.13E-12,9.13E-12
20.9594727,2.63E-12,2.63E-12,2.63E-12
20.9716797,1.13E-11,1.13E-11,1.13E-11
20.9838867,2.41E-11,2.41E-11,2.41E-11
20.9960938,1.57E-11,1.57E-11,1.57E-11
21.0083008,6.77E-12,6.77E-12,6.77E-12
21.0205078,2.11E-12,2.11E-12,2.11E-12
21.0327148,4.76E-12,4.76E-12,4.76E-12
21.0449219,4.16E-12,4.16E-12,4.16E-12
21.0571289,4.98E-12,4.98E-12,4.98E-12
21.0693359,4.59E-11,4.59E-11,4.59E-11
21.081543,6.18E-11,6.18E-11,6.18E-11
21.09375,2.49E-11,2.49E-11,2.49E-11
21.105957,7.42E-13,7.42E-13,7.42E-13
21.1181641,4.57E-12,4.57E-12,4.57E-12
21.1303711,1.18E-11,1.18E-11,1.18E-11
21.1425781,1.86E-11,1.86E-11,1.86E-11
21.1547852,2.53E-11,2.53E-11,2.53E-11
21.1669922,2.80E-11,2.80E-11,2.80E-11
21.1791992,3.21E-11,3.21E-11,3.21E-11
21.1914063,3.70E-11,3.70E-11,3.70E-11
21.2036133,4.51E-11,4.51E-11,4.51E-11
21.2158203,5.95E-11,5.95E-11,5.95E-11
21.2280273,6.63E-11,6.63E-11,6.63E-11
21.2402344,5.13E-11,5.13E-11,5.13E-11
21.2524414,2.20E-11,2.20E-11,2.20E-11
21.2646484,2.49E-12,2.49E-12,2.49E-12
21.2768555,2.74E-12,2.74E-12,2.74E-12
21.2890625,2.50E-11,2.50E-11,2.50E-11
21.3012695,4.58E-11,4.58E-11,4.58E-11
21.3134766,2.80E-11,2.80E-11,2.80E-11
21.3256836,6.09E-12,6.09E-12,6.09E-12
21.3378906,2.84E-12,2.84E-12,2.84E-12
21.3500977,2.93E-12,2.93E-12,2.93E-12
21.3623047,1.92E-11,1.92E-11,1.92E-11
21.3745117,2.25E-11,2.25E-11,2.25E-11
21.3867188,4.07E-12,4.07E-12,4.07E-12
21.3989258,1.84E-11,1.84E-11,1.84E-11
21.4111328,4.06E-11,4.06E-11,4.06E-11
21.4233398,1.75E-11,1.75E-11,1.75E-11
21.4355469,2.71E-11,2.71E-11,2.71E-11
21.4477539,8.18E-11,8.18E-11,8.18E-11
21.4599609,5.67E-11,5.67E-11,5.67E-11
21.472168,1.96E-11,1.96E-11,1.96E-11
21.484375,3.43E-11,3.43E-11,3.43E-11
21.496582,1.27E-11,1.27E-11,1.27E-11
21.5087891,6.81E-12,6.81E-12,6.81E-12
21.5209961,2.77E-11,2.77E-11,2.77E-11
21.5332031,2.68E-11,2.68E-11,2.68E-11
21.5454102,2.47E-11,2.47E-11,2.47E-11
21.5576172,2.24E-11,2.24E-11,2.24E-11
21.5698242,1.37E-11,1.37E-11,1.37E-11
21.5820313,5.33E-13,5.33E-13,5.33E-13
21.5942383,1.29E-11,1.29E-11,1.29E-11
21.6064453,2.98E-11,2.98E-11,2.98E-11
21.6186523,1.22E-11,1.22E-11,1.22E-11
21.6308594,1.16E-11,1.16E-11,1.16E-11
21.6430664,3.26E-11,3.26E-11,3.26E-11
21.6552734,3.38E-11,3.38E-11,3.38E-11
21.6674805,1.80E-11,1.80E-11,1.80E-11
21.6796875,2.07E-12,2.07E-12,2.07E-12
21.6918945,2.76E-12,2.76E-12,2.76E-12
21.7041016,4.78E-12,4.78E-12,4.78E-12
21.7163086,1.68E-12,1.68E-12,1.68E-12
21.7285156,2.21E-11,2.21E-11,2.21E-11
21.7407227,1.98E-11,1.98E-11,1.98E-11
21.7529297,5.63E-12,5.63E-12,5.63E-12
21.7651367,2.22E-11,2.22E-11,2.22E-11
21.7773438,2.93E-11,2.93E-11,2.93E-11
21.7895508,3.10E-11,3.10E-11,3.10E-11
21.8017578,5.03E-11,5.03E-11,5.03E-11
21.8139648,6.29E-11,6.29E-11,6.29E-11
21.8261719,3.85E-11,3.85E-11,3.85E-11
21.8383789,7.48E-12,7.48E-12,7.48E-12
21.8505859,4.96E-12,4.96E-12,4.96E-12
21.862793,2.07E-11,2.07E-11,2.07E-11
21.875,3.22E-11,3.22E-11,3.22E-11
21.887207,2.76E-11,2.76E-11,2.76E-11
21.8994141,3.30E-11,3.30E-11,3.30E-11
21.9116211,6.67E-11,6.67E-11,6.67E-11
21.9238281,8.16E-11,8.16E-11,8.16E-11
21.9360352,8.96E-11,8.96E-11,8.96E-11
21.9482422,1.34E-10,1.34E-10,1.34E-10
21.9604492,1.51E-10,1.51E-10,1.51E-10
21.9726563,1.13E-10,1.13E-10,1.13E-10
21.9848633,8.84E-11,8.84E-11,8.84E-11
21.9970703,6.97E-11,6.97E-11,6.97E-11
22.0092773,2.13E-11,2.13E-11,2.13E-11
22.0214844,5.44E-12,5.44E-12,5.44E-12
22.0336914,1.48E-11,1.48E-11,1.48E-11
22.0458984,1.30E-11,1.30E-11,1.30E-11
22.0581055,3.15E-11,3.15E-11,3.15E-11
22.0703125,6.69E-11,6.69E-11,6.69E-11
22.0825195,7.16E-11,7.16E-11,7.16E-11
22.0947266,2.95E-11,2.95E-11,2.95E-11
22.1069336,2.36E-14,2.36E-14,2.36E-14
22.1191406,2.28E-11,2.28E-11,2.28E-11
22.1313477,5.19E-11,5.19E-11,5.19E-11
22.1435547,7.04E-11,7.04E-11,7.04E-11
22.1557617,5.27E-11,5.27E-11,5.27E-11
22.1679688,1.50E-11,1.50E-11,1.50E-11
22.1801758,8.71E-12,8.71E-12,8.71E-12
22.1923828,1.24E-11,1.24E-11,1.24E-11
22.2045898,1.38E-11,1.38E-11,1.38E-11
22.2167969,2.04E-11,2.04E-11,2.04E-11
22.2290039,2.41E-11,2.41E-11,2.41E-11
22.2412109,1.51E-11,1.51E-11,1.51E-11
22.253418,9.68E-12,9.68E-12,9.68E-12
22.265625,2.13E-11,2.13E-11,2.13E-11
22.277832,2.12E-11,2.12E-11,2.12E-11
22.2900391,1.14E-11,1.14E-11,1.14E-11
22.3022461,1.53E-11,1.53E-11,1.53E-11
22.3144531,1.56E-11,1.56E-11,1.56E-11
22.3266602,7.96E-12,7.96E-12,7.96E-12
22.3388672,2.77E-12,2.77E-12,2.77E-12
22.3510742,3.85E-12,3.85E-12,3.85E-12
22.3632813,2.21E-11,2.21E-11,2.21E-11
22.3754883,7.23E-11,7.23E-11,7.23E-11
22.3876953,1.04E-10,1.04E-10,1.04E-10
22.3999023,5.91E-11,5.91E-11,5.91E-11
22.4121094,7.83E-12,7.83E-12,7.83E-12
22.4243164,6.41E-12,6.41E-12,6.41E-12
22.4365234,1.20E-11,1.20E-11,1.20E-11
22.4487305,6.31E-12,6.31E-12,6.31E-12
22.4609375,3.76E-11,3.76E-11,3.76E-11
22.4731445,9.97E-11,9.97E-11,9.97E-11
22.4853516,7.95E-11,7.95E-11,7.95E-11
22.4975586,2.37E-11,2.37E-11,2.37E-11
22.5097656,5.58E-12,5.58E-12,5.58E-12
22.5219727,4.37E-13,4.37E-13,4.37E-13
22.5341797,7.26E-12,7.26E-12,7.26E-12
22.5463867,5.89E-12,5.89E-12,5.89E-12
22.5585938,1.78E-11,1.78E-11,1.78E-11
22.5708008,4.58E-11,4.58E-11,4.58E-11
22.5830078,4.17E-11,4.17E-11,4.17E-11
22.5952148,1.67E-11,1.67E-11,1.67E-11
22.6074219,3.90E-12,3.90E-12,3.90E-12
22.6196289,9.59E-12,9.59E-12,9.59E-12
22.6318359,3.00E-11,3.00E-11,3.00E-11
22.644043,5.13E-11,5.13E-11,5.13E-11
22.65625,5.94E-11,5.94E-11,5.94E-11
22.668457,5.10E-11,5.10E-11,5.10E-11
22.6806641,2.66E-11,2.66E-11,2.66E-11
22.6928711,5.12E-12,5.12E-12,5.12E-12
22.7050781,1.64E-11,1.64E-11,1.64E-11
22.7172852,4.89E-11,4.89E-11,4.89E-11
22.7294922,7.82E-11,7.82E-11,7.82E-11
22.7416992,1.02E-10,1.02E-10,1.02E-10
22.7539063,9.99E-11,9.99E-11,9.99E-11
22.7661133,5.64E-11,5.64E-11,5.64E-11
22.7783203,1.67E-11,1.67E-11,1.67E-11
22.7905273,8.49E-12,8.49E-12,8.49E-12
22.8027344,9.81E-12,9.81E-12,9.81E-12
22.8149414,1.62E-11,1.62E-11,1.62E-11
22.8271484,2.80E-11,2.80E-11,2.80E-11
22.8393555,2.86E-11,2.86E-11,2.86E-11
22.8515625,2.12E-11,2.12E-11,2.12E-11
22.8637695,2.56E-11,2.56E-11,2.56E-11
22.8759766,3.93E-11,3.93E-11,3.93E-11
22.8881836,4.86E-11,4.86E-11,4.86E-11
22.9003906,2.97E-11,2.97E-11,2.97E-11
22.9125977,1.14E-11,1.14E-11,1.14E-11
22.9248047,3.82E-11,3.82E-11,3.82E-11
22.9370117,4.92E-11,4.92E-11,4.92E-11
22.9492188,2.13E-11,2.13E-11,2.13E-11
22.9614258,6.61E-12,6.61E-12,6.61E-12
22.9736328,5.04E-12,5.04E-12,5.04E-12
22.9858398,8.54E-13,8.54E-13,8.54E-13
22.9980469,1.95E-12,1.95E-12,1.95E-12
23.0102539,1.17E-11,1.17E-11,1.17E-11
23.0224609,1.53E-11,1.53E-11,1.53E-11
23.034668,7.97E-12,7.97E-12,7.97E-12
23.046875,1.43E-11,1.43E-11,1.43E-11
23.059082,2.29E-11,2.29E-11,2.29E-11
23.0712891,1.56E-11,1.56E-11,1.56E-11
23.0834961,1.08E-11,1.08E-11,1.08E-11
23.0957031,1.68E-11,1.68E-11,1.68E-11
23.1079102,2.90E-11,2.90E-11,2.90E-11
23.1201172,3.49E-11,3.49E-11,3.49E-11
23.1323242,3.21E-11,3.21E-11,3.21E-11
23.1445313,2.39E-11,2.39E-11,2.39E-11
23.1567383,1.20E-11,1.20E-11,1.20E-11
23.1689453,3.45E-12,3.45E-12,3.45E-12
23.1811523,1.12E-12,1.12E-12,1.12E-12
23.1933594,1.28E-12,1.28E-12,1.28E-12
23.2055664,2.52E-12,2.52E-12,2.52E-12
23.2177734,5.96E-12,5.96E-12,5.96E-12
23.2299805,9.85E-12,9.85E-12,9.85E-12
23.2421875,9.82E-12,9.82E-12,9.82E-12
23.2543945,4.91E-12,4.91E-12,4.91E-12
23.2666016,3.00E-12,3.00E-12,3.00E-12
23.2788086,1.07E-11,1.07E-11,1.07E-11
23.2910156,1.40E-11,1.40E-11,1.40E-11
23.3032227,1.30E-11,1.30E-11,1.30E-11
23.3154297,1.11E-11,1.11E-11,1.11E-11
23.3276367,1.33E-11,1.33E-11,1.33E-11
23.3398438,2.36E-11,2.36E-11,2.36E-11
23.3520508,3.41E-11,3.41E-11,3.41E-11
23.3642578,2.15E-11,2.15E-11,2.15E-11
23.3764648,4.56E-13,4.56E-13,4.56E-13
23.3886719,1.27E-11,1.27E-11,1.27E-11
23.4008789,1.81E-11,1.81E-11,1.81E-11
23.4130859,5.35E-12,5.35E-12,5.35E-12
23.425293,8.24E-12,8.24E-12,8.24E-12
23.4375,1.49E-11,1.49E-11,1.49E-11
23.449707,1.48E-11,1.48E-11,1.48E-11
23.4619141,1.59E-11,1.59E-11,1.59E-11
23.4741211,1.98E-11,1.98E-11,1.98E-11
23.4863281,1.99E-11,1.99E-11,1.99E-11
23.4985352,9.64E-12,9.64E-12,9.64E-12
23.5107422,3.60E-14,3.60E-14,3.60E-14
23.5229492,1.10E-11,1.10E-11,1.10E-11
23.5351563,2.80E-11,2.80E-11,2.80E-11
23.5473633,2.48E-11,2.48E-11,2.48E-11
23.5595703,8.46E-12,8.46E-12,8.46E-12
23.5717773,9.71E-13,9.71E-13,9.71E-13
23.5839844,1.83E-12,1.83E-12,1.83E-12
23.5961914,9.58E-13,9.58E-13,9.58E-13
23.6083984,6.94E-12,6.94E-12,6.94E-12
23.6206055,1.44E-11,1.44E-11,1.44E-11
23.6328125,2.02E-11,2.02E-11,2.02E-11
23.6450195,2.68E-11,2.68E-11,2.68E-11
23.6572266,1.70E-11,1.70E-11,1.70E-11
23.6694336,1.64E-11,1.64E-11,1.64E-11
23.6816406,2.71E-11,2.71E-11,2.71E-11
23.6938477,1.61E-11,1.61E-11,1.61E-11
23.7060547,3.88E-12,3.88E-12,3.88E-12
23.7182617,4.83E-12,4.83E-12,4.83E-12
23.7304688,6.12E-12,6.12E-12,6.12E-12
23.7426758,1.11E-11,1.11E-11,1.11E-11
23.7548828,1.74E-11,1.74E-11,1.74E-11
23.7670898,1.50E-11,1.50E-11,1.50E-11
23.7792969,4.24E-12,4.24E-12,4.24E-12
23.7915039,5.50E-12,5.50E-12,5.50E-12
23.8037109,3.13E-11,3.13E-11,3.13E-11
23.815918,4.08E-11,4.08E-11,4.08E-11
23.828125,2.31E-11,2.31E-11,2.31E-11
23.840332,8.22E-12,8.22E-12,8.22E-12
23.8525391,1.78E-12,1.78E-12,1.78E-12
23.8647461,3.92E-12,3.92E-12,3.92E-12
23.8769531,3.44E-12,3.44E-12,3.44E-12
23.8891602,3.75E-12,3.75E-12,3.75E-12
23.9013672,1.09E-11,1.09E-11,1.09E-11
23.9135742,1.63E-11,1.63E-11,1.63E-11
23.9257813,1.44E-11,1.44E-11,1.44E-11
23.9379883,8.73E-12,8.73E-12,8.73E-12
23.9501953,6.04E-12,6.04E-12,6.04E-12
23.9624023,8.31E-12,8.31E-12,8.31E-12
23.9746094,1.31E-11,1.31E-11,1.31E-11
23.9868164,1.27E-11,1.27E-11,1.27E-11
23.9990234,6.20E-12,6.20E-12,6.20E-12
24.0112305,9.27E-13,9.27E-13,9.27E-13
24.0234375,8.54E-12,8.54E-12,8.54E-12
24.0356445,1.82E-11,1.82E-11,1.82E-11
24.0478516,1.15E-11,1.15E-11,1.15E-11
24.0600586,8.76E-12,8.76E-12,8.76E-12
24.0722656,8.09E-12,8.09E-12,8.09E-12
24.0844727,5.99E-12,5.99E-12,5.99E-12
24.0966797,5.37E-12,5.37E-12,5.37E-12
24.1088867,3.05E-12,3.05E-12,3.05E-12
24.1210938,1.19E-11,1.19E-11,1.19E-11
24.1333008,2.03E-11,2.03E-11,2.03E-11
24.1455078,9.50E-12,9.50E-12,9.50E-12
24.1577148,1.03E-12,1.03E-12,1.03E-12
24.1699219,6.35E-12,6.35E-12,6.35E-12
24.1821289,3.80E-12,3.80E-12,3.80E-12
24.1943359,1.97E-12,1.97E-12,1.97E-12
24.206543,1.18E-11,1.18E-11,1.18E-11
24.21875,2.51E-11,2.51E-11,2.51E-11
24.230957,3.09E-11,3.09E-11,3.09E-11
24.2431641,2.19E-11,2.19E-11,2.19E-11
24.2553711,5.70E-12,5.70E-12,5.70E-12
24.2675781,4.92E-13,4.92E-13,4.92E-13
24.2797852,9.18E-12,9.18E-12,9.18E-12
24.2919922,2.57E-11,2.57E-11,2.57E-11
24.3041992,4.87E-11,4.87E-11,4.87E-11
24.3164063,5.10E-11,5.10E-11,5.10E-11
24.3286133,2.93E-11,2.93E-11,2.93E-11
24.3408203,1.60E-11,1.60E-11,1.60E-11
24.3530273,1.47E-11,1.47E-11,1.47E-11
24.3652344,1.10E-11,1.10E-11,1.10E-11
24.3774414,6.66E-12,6.66E-12,6.66E-12
24.3896484,2.92E-12,2.92E-12,2.92E-12
24.4018555,3.18E-12,3.18E-12,3.18E-12
24.4140625,2.34E-11,2.34E-11,2.34E-11
24.4262695,4.48E-11,4.48E-11,4.48E-11
24.4384766,3.72E-11,3.72E-11,3.72E-11
24.4506836,1.91E-11,1.91E-11,1.91E-11
24.4628906,1.08E-11,1.08E-11,1.08E-11
24.4750977,9.87E-12,9.87E-12,9.87E-12
24.4873047,1.58E-11,1.58E-11,1.58E-11
24.4995117,2.16E-11,2.16E-11,2.16E-11
24.5117188,1.57E-11,1.57E-11,1.57E-11
24.5239258,9.20E-12,9.20E-12,9.20E-12
24.5361328,1.33E-11,1.33E-11,1.33E-11
24.5483398,9.99E-12,9.99E-12,9.99E-12
24.5605469,1.09E-12,1.09E-12,1.09E-12
24.5727539,4.97E-12,4.97E-12,4.97E-12
24.5849609,8.75E-12,8.75E-12,8.75E-12
24.597168,4.46E-12,4.46E-12,4.46E-12
24.609375,3.78E-12,3.78E-12,3.78E-12
24.621582,1.25E-11,1.25E-11,1.25E-11
24.6337891,3.17E-11,3.17E-11,3.17E-11
24.6459961,4.38E-11,4.38E-11,4.38E-11
24.6582031,3.39E-11,3.39E-11,3.39E-11
24.6704102,1.82E-11,1.82E-11,1.82E-11
24.6826172,1.04E-11,1.04E-11,1.04E-11
24.6948242,9.02E-12,9.02E-12,9.02E-12
24.7070313,1.02E-11,1.02E-11,1.02E-11
24.7192383,6.90E-12,6.90E-12,6.90E-12
24.7314453,3.67E-13,3.67E-13,3.67E-13
24.7436523,8.55E-12,8.55E-12,8.55E-12
24.7558594,2.14E-11,2.14E-11,2.14E-11
24.7680664,2.35E-11,2.35E-11,2.35E-11
24.7802734,3.17E-11,3.17E-11,3.17E-11
24.7924805,3.46E-11,3.46E-11,3.46E-11
24.8046875,1.90E-11,1.90E-11,1.90E-11
24.8168945,8.52E-12,8.52E-12,8.52E-12
24.8291016,8.81E-12,8.81E-12,8.81E-12
24.8413086,5.59E-12,5.59E-12,5.59E-12
24.8535156,1.96E-12,1.96E-12,1.96E-12
24.8657227,3.64E-12,3.64E-12,3.64E-12
24.8779297,2.96E-12,2.96E-12,2.96E-12
24.8901367,1.18E-12,1.18E-12,1.18E-12
24.9023438,3.96E-12,3.96E-12,3.96E-12
24.9145508,9.88E-12,9.88E-12,9.88E-12
24.9267578,1.38E-11,1.38E-11,1.38E-11
24.9389648,1.61E-11,1.61E-11,1.61E-11
24.9511719,1.92E-11,1.92E-11,1.92E-11
24.9633789,1.32E-11,1.32E-11,1.32E-11
24.9755859,6.47E-12,6.47E-12,6.47E-12
24.987793,8.85E-12,8.85E-12,8.85E-12
25,1.22E-11,1.22E-11,1.22E-11
25.012207,5.20E-12,5.20E-12,5.20E-12
25.0244141,5.92E-12,5.92E-12,5.92E-12
25.0366211,1.22E-11,1.22E-11,1.22E-11
25.0488281,7.96E-12,7.96E-12,7.96E-12
25.0610352,2.93E-12,2.93E-12,2.93E-12
25.0732422,2.61E-12,2.61E-12,2.61E-12
25.0854492,2.90E-12,2.90E-12,2.90E-12
25.0976563,4.89E-12,4.89E-12,4.89E-12
25.1098633,1.34E-11,1.34E-11,1.34E-11
25.1220703,2.75E-11,2.75E-11,2.75E-11
25.1342773,2.73E-11,2.73E-11,2.73E-11
25.1464844,1.17E-11,1.17E-11,1.17E-11
25.1586914,1.03E-11,1.03E-11,1.03E-11
25.1708984,2.35E-11,2.35E-11,2.35E-11
25.1831055,2.48E-11,2.48E-11,2.48E-11
25.1953125,1.06E-11,1.06E-11,1.06E-11
25.2075195,2.35E-12,2.35E-12,2.35E-12
25.2197266,6.35E-12,6.35E-12,6.35E-12
25.2319336,4.56E-12,4.56E-12,4.56E-12
25.2441406,1.33E-12,1.33E-12,1.33E-12
25.2563477,6.70E-12,6.70E-12,6.70E-12
25.2685547,3.99E-12,3.99E-12,3.99E-12
25.2807617,1.90E-12,1.90E-12,1.90E-12
25.2929688,1.21E-11,1.21E-11,1.21E-11
25.3051758,1.15E-11,1.15E-11,1.15E-11
25.3173828,1.45E-12,1.45E-12,1.45E-12
25.3295898,2.48E-12,2.48E-12,2.48E-12
25.3417969,9.90E-12,9.90E-12,9.90E-12
25.3540039,1.29E-11,1.29E-11,1.29E-11
25.3662109,1.15E-11,1.15E-11,1.15E-11
25.378418,9.91E-12,9.91E-12,9.91E-12
25.390625,1.83E-11,1.83E-11,1.83E-11
25.402832,3.07E-11,3.07E-11,3.07E-11
25.4150391,2.23E-11,2.23E-11,2.23E-11
25.4272461,6.59E-12,6.59E-12,6.59E-12
25.4394531,1.94E-12,1.94E-12,1.94E-12
25.4516602,3.38E-12,3.38E-12,3.38E-12
25.4638672,3.63E-12,3.63E-12,3.63E-12
25.4760742,8.17E-13,8.17E-13,8.17E-13
25.4882813,3.76E-12,3.76E-12,3.76E-12
25.5004883,9.08E-12,9.08E-12,9.08E-12
25.5126953,5.21E-12,5.21E-12,5.21E-12
25.5249023,6.61E-14,6.61E-14,6.61E-14
25.5371094,1.37E-12,1.37E-12,1.37E-12
25.5493164,1.34E-13,1.34E-13,1.34E-13
25.5615234,2.00E-12,2.00E-12,2.00E-12
25.5737305,4.39E-12,4.39E-12,4.39E-12
25.5859375,7.37E-12,7.37E-12,7.37E-12
25.5981445,1.21E-11,1.21E-11,1.21E-11
25.6103516,1.37E-11,1.37E-11,1.37E-11
25.6225586,2.36E-11,2.36E-11,2.36E-11
25.6347656,3.59E-11,3.59E-11,3.59E-11
25.6469727,3.49E-11,3.49E-11,3.49E-11
25.6591797,2.26E-11,2.26E-11,2.26E-11
25.6713867,3.08E-12,3.08E-12,3.08E-12
25.6835938,3.36E-12,3.36E-12,3.36E-12
25.6958008,8.51E-12,8.51E-12,8.51E-12
25.7080078,1.15E-12,1.15E-12,1.15E-12
25.7202148,6.43E-12,6.43E-12,6.43E-12
25.7324219,2.01E-11,2.01E-11,2.01E-11
25.7446289,2.37E-11,2.37E-11,2.37E-11
25.7568359,1.17E-11,1.17E-11,1.17E-11
25.769043,4.87E-12,4.87E-12,4.87E-12
25.78125,1.88E-11,1.88E-11,1.88E-11
25.793457,2.89E-11,2.89E-11,2.89E-11
25.8056641,2.36E-11,2.36E-11,2.36E-11
25.8178711,1.20E-11,1.20E-11,1.20E-11
25.8300781,2.23E-12,2.23E-12,2.23E-12
25.8422852,2.00E-13,2.00E-13,2.00E-13
25.8544922,2.34E-12,2.34E-12,2.34E-12
25.8666992,2.94E-12,2.94E-12,2.94E-12
25.8789063,4.49E-12,4.49E-12,4.49E-12
25.8911133,7.55E-12,7.55E-12,7.55E-12
25.9033203,9.50E-12,9.50E-12,9.50E-12
25.9155273,8.12E-12,8.12E-12,8.12E-12
25.9277344,2.74E-12,2.74E-12,2.74E-12
25.9399414,1.66E-12,1.66E-12,1.66E-12
25.9521484,3.00E-12,3.00E-12,3.00E-12
25.9643555,5.36E-12,5.36E-12,5.36E-12
25.9765625,1.27E-11,1.27E-11,1.27E-11
25.9887695,1.17E-11,1.17E-11,1.17E-11
26.0009766,3.06E-12,3.06E-12,3.06E-12
26.0131836,2.86E-13,2.86E-13,2.86E-13
26.0253906,2.70E-12,2.70E-12,2.70E-12
26.0375977,2.21E-12,2.21E-12,2.21E-12
26.0498047,7.04E-13,7.04E-13,7.04E-13
26.0620117,1.48E-12,1.48E-12,1.48E-12
26.0742188,4.11E-12,4.11E-12,4.11E-12
26.0864258,3.11E-12,3.11E-12,3.11E-12
26.0986328,1.66E-12,1.66E-12,1.66E-12
26.1108398,1.39E-11,1.39E-11,1.39E-11
26.1230469,3.99E-11,3.99E-11,3.99E-11
26.1352539,5.06E-11,5.06E-11,5.06E-11
26.1474609,2.99E-11,2.99E-11,2.99E-11
26.159668,8.53E-12,8.53E-12,8.53E-12
26.171875,3.37E-12,3.37E-12,3.37E-12
26.184082,4.15E-12,4.15E-12,4.15E-12
26.1962891,5.46E-12,5.46E-12,5.46E-12
26.2084961,6.42E-12,6.42E-12,6.42E-12
26.2207031,6.35E-12,6.35E-12,6.35E-12
26.2329102,4.24E-12,4.24E-12,4.24E-12
26.2451172,1.26E-12,1.26E-12,1.26E-12
26.2573242,1.98E-12,1.98E-12,1.98E-12
26.2695313,3.10E-12,3.10E-12,3.10E-12
26.2817383,1.73E-12,1.73E-12,1.73E-12
26.2939453,3.91E-12,3.91E-12,3.91E-12
26.3061523,7.39E-12,7.39E-12,7.39E-12
26.3183594,4.56E-12,4.56E-12,4.56E-12
26.3305664,3.62E-13,3.62E-13,3.62E-13
26.3427734,4.08E-12,4.08E-12,4.08E-12
26.3549805,2.39E-11,2.39E-11,2.39E-11
26.3671875,3.36E-11,3.36E-11,3.36E-11
26.3793945,1.86E-11,1.86E-11,1.86E-11
26.3916016,5.53E-12,5.53E-12,5.53E-12
26.4038086,7.56E-13,7.56E-13,7.56E-13
26.4160156,1.72E-12,1.72E-12,1.72E-12
26.4282227,7.61E-12,7.61E-12,7.61E-12
26.4404297,1.87E-11,1.87E-11,1.87E-11
26.4526367,2.20E-11,2.20E-11,2.20E-11
26.4648438,9.52E-12,9.52E-12,9.52E-12
26.4770508,1.05E-12,1.05E-12,1.05E-12
26.4892578,8.52E-12,8.52E-12,8.52E-12
26.5014648,1.42E-11,1.42E-11,1.42E-11
26.5136719,8.03E-12,8.03E-12,8.03E-12
26.5258789,1.44E-12,1.44E-12,1.44E-12
26.5380859,3.79E-12,3.79E-12,3.79E-12
26.550293,8.29E-12,8.29E-12,8.29E-12
26.5625,4.78E-12,4.78E-12,4.78E-12
26.574707,7.38E-13,7.38E-13,7.38E-13
26.5869141,3.88E-12,3.88E-12,3.88E-12
26.5991211,2.13E-12,2.13E-12,2.13E-12
26.6113281,5.08E-12,5.08E-12,5.08E-12
26.6235352,1.82E-11,1.82E-11,1.82E-11
26.6357422,1.71E-11,1.71E-11,1.71E-11
26.6479492,4.46E-12,4.46E-12,4.46E-12
26.6601563,6.45E-13,6.45E-13,6.45E-13
26.6723633,6.15E-12,6.15E-12,6.15E-12
26.6845703,1.31E-11,1.31E-11,1.31E-11
26.6967773,1.84E-11,1.84E-11,1.84E-11
26.7089844,1.93E-11,1.93E-11,1.93E-11
26.7211914,1.61E-11,1.61E-11,1.61E-11
26.7333984,1.51E-11,1.51E-11,1.51E-11
26.7456055,1.78E-11,1.78E-11,1.78E-11
26.7578125,1.92E-11,1.92E-11,1.92E-11
26.7700195,1.25E-11,1.25E-11,1.25E-11
26.7822266,3.69E-12,3.69E-12,3.69E-12
26.7944336,3.08E-13,3.08E-13,3.08E-13
26.8066406,2.12E-12,2.12E-12,2.12E-12
26.8188477,6.74E-12,6.74E-12,6.74E-12
26.8310547,1.07E-11,1.07E-11,1.07E-11
26.8432617,8.76E-12,8.76E-12,8.76E-12
26.8554688,6.05E-13,6.05E-13,6.05E-13
26.8676758,3.05E-12,3.05E-12,3.05E-12
26.8798828,3.71E-12,3.71E-12,3.71E-12
26.8920898,8.99E-13,8.99E-13,8.99E-13
26.9042969,1.71E-11,1.71E-11,1.71E-11
26.9165039,3.95E-11,3.95E-11,3.95E-11
26.9287109,4.53E-11,4.53E-11,4.53E-11
26.940918,3.11E-11,3.11E-11,3.11E-11
26.953125,1.36E-11,1.36E-11,1.36E-11
26.965332,4.69E-12,4.69E-12,4.69E-12
26.9775391,4.95E-13,4.95E-13,4.95E-13
26.9897461,2.24E-12,2.24E-12,2.24E-12
27.0019531,1.45E-11,1.45E-11,1.45E-11
27.0141602,2.38E-11,2.38E-11,2.38E-11
27.0263672,1.54E-11,1.54E-11,1.54E-11
27.0385742,3.89E-12,3.89E-12,3.89E-12
27.0507813,4.13E-12,4.13E-12,4.13E-12
27.0629883,7.51E-12,7.51E-12,7.51E-12
27.0751953,4.95E-12,4.95E-12,4.95E-12
27.0874023,8.55E-13,8.55E-13,8.55E-13
27.0996094,5.07E-13,5.07E-13,5.07E-13
27.1118164,8.88E-13,8.88E-13,8.88E-13
27.1240234,5.17E-13,5.17E-13,5.17E-13
27.1362305,2.75E-12,2.75E-12,2.75E-12
27.1484375,7.27E-12,7.27E-12,7.27E-12
27.1606445,1.05E-11,1.05E-11,1.05E-11
27.1728516,1.04E-11,1.04E-11,1.04E-11
27.1850586,6.82E-12,6.82E-12,6.82E-12
27.1972656,3.04E-12,3.04E-12,3.04E-12
27.2094727,1.72E-12,1.72E-12,1.72E-12
27.2216797,2.72E-12,2.72E-12,2.72E-12
27.2338867,6.92E-12,6.92E-12,6.92E-12
27.2460938,1.71E-11,1.71E-11,1.71E-11
27.2583008,3.02E-11,3.02E-11,3.02E-11
27.2705078,2.90E-11,2.90E-11,2.90E-11
